scenario_id,scenario_name,expected_cell,expected_bucket,expected_tier,expected_cardinality,gl_docs,ar_docs,einv_docs,expected_ambiguous,expected_min_alternatives
3304,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB304,C2CB304,C2CB304,false,0
3305,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB305,C2CB305,C2CB305,false,0
3306,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB306,C2CB306,C2CB306,false,0
3307,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB307,C2CB307,C2CB307,false,0
3308,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB308,C2CB308,C2CB308,false,0
3309,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB309,C2CB309,C2CB309,false,0
3310,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB310,C2CB310,C2CB310,false,0
3311,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB311,C2CB311,C2CB311,false,0
3312,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB312,C2CB312,C2CB312,false,0
3313,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB313,C2CB313,C2CB313,false,0
3314,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB314,C2CB314,C2CB314,false,0
3315,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB315,C2CB315,C2CB315,false,0
3316,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB316,C2CB316,C2CB316,false,0
3317,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB317,C2CB317,C2CB317,false,0
3318,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB318,C2CB318,C2CB318,false,0
3319,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB319,C2CB319,C2CB319,false,0
3320,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB320,C2CB320,C2CB320,false,0
3321,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB321,C2CB321,C2CB321,false,0
3322,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB322,C2CB322,C2CB322,false,0
3323,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB323,C2CB323,C2CB323,false,0
3324,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB324,C2CB324,C2CB324,false,0
3325,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB325,C2CB325,C2CB325,false,0
3326,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB326,C2CB326,C2CB326,false,0
3327,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB327,C2CB327,C2CB327,false,0
3328,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB328,C2CB328,C2CB328,false,0
3329,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB329,C2CB329,C2CB329,false,0
3330,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB330,C2CB330,C2CB330,false,0
3331,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB331,C2CB331,C2CB331,false,0
3332,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB332,C2CB332,C2CB332,false,0
3333,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB333,C2CB333,C2CB333,false,0
3334,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB334,C2CB334,C2CB334,false,0
3335,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB335,C2CB335,C2CB335,false,0
3336,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB336,C2CB336,C2CB336,false,0
3337,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB337,C2CB337,C2CB337,false,0
3338,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB338,C2CB338,C2CB338,false,0
3339,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB339,C2CB339,C2CB339,false,0
3340,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB340,C2CB340,C2CB340,false,0
3341,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB341,C2CB341,C2CB341,false,0
3342,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB342,C2CB342,C2CB342,false,0
3343,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB343,C2CB343,C2CB343,false,0
3344,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB344,C2CB344,C2CB344,false,0
3345,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB345,C2CB345,C2CB345,false,0
3346,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB346,C2CB346,C2CB346,false,0
3347,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB347,C2CB347,C2CB347,false,0
3348,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB348,C2CB348,C2CB348,false,0
3349,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB349,C2CB349,C2CB349,false,0
3350,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB350,C2CB350,C2CB350,false,0
3351,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB351,C2CB351,C2CB351,false,0
3352,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB352,C2CB352,C2CB352,false,0
3353,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB353,C2CB353,C2CB353,false,0
3354,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB354,C2CB354,C2CB354,false,0
3355,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB355,C2CB355,C2CB355,false,0
3356,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB356,C2CB356,C2CB356,false,0
3357,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB357,C2CB357,C2CB357,false,0
3358,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB358,C2CB358,C2CB358,false,0
3359,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB359,C2CB359,C2CB359,false,0
3360,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB360,C2CB360,C2CB360,false,0
3361,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB361,C2CB361,C2CB361,false,0
3362,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB362,C2CB362,C2CB362,false,0
3363,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB363,C2CB363,C2CB363,false,0
3364,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB364,C2CB364,C2CB364,false,0
3365,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB365,C2CB365,C2CB365,false,0
3366,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB366,C2CB366,C2CB366,false,0
3367,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB367,C2CB367,C2CB367,false,0
3368,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB368,C2CB368,C2CB368,false,0
3369,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB369,C2CB369,C2CB369,false,0
3370,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB370,C2CB370,C2CB370,false,0
3371,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB371,C2CB371,C2CB371,false,0
3372,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB372,C2CB372,C2CB372,false,0
3373,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB373,C2CB373,C2CB373,false,0
3374,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB374,C2CB374,C2CB374,false,0
3375,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB375,C2CB375,C2CB375,false,0
3376,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB376,C2CB376,C2CB376,false,0
3377,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB377,C2CB377,C2CB377,false,0
3378,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB378,C2CB378,C2CB378,false,0
3379,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB379,C2CB379,C2CB379,false,0
3380,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB380,C2CB380,C2CB380,false,0
3381,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB381,C2CB381,C2CB381,false,0
3382,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB382,C2CB382,C2CB382,false,0
3383,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB383,C2CB383,C2CB383,false,0
3384,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB384,C2CB384,C2CB384,false,0
3385,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB385,C2CB385,C2CB385,false,0
3386,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB386,C2CB386,C2CB386,false,0
3387,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB387,C2CB387,C2CB387,false,0
3388,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB388,C2CB388,C2CB388,false,0
3389,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB389,C2CB389,C2CB389,false,0
3390,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB390,C2CB390,C2CB390,false,0
3391,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB391,C2CB391,C2CB391,false,0
3392,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB392,C2CB392,C2CB392,false,0
3393,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB393,C2CB393,C2CB393,false,0
3394,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB394,C2CB394,C2CB394,false,0
3395,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB395,C2CB395,C2CB395,false,0
3396,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB396,C2CB396,C2CB396,false,0
3397,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB397,C2CB397,C2CB397,false,0
3398,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB398,C2CB398,C2CB398,false,0
3399,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB399,C2CB399,C2CB399,false,0
